driver_id,driver_name,persona,iso_week,currency,gross_earnings,platform_fees,incentives,net_earnings,trips,active_hours,days_worked,avg_net_per_day
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W31,SGD,1271.56,254.31,19.33,1036.58,88,62.2,6,172.76
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W32,SGD,1332.51,266.49,9.86,1075.88,108,60.1,6,179.31
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W33,SGD,1339.58,267.92,19.45,1091.11,117,47.6,6,181.85
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W34,SGD,1278.17,255.64,9.31,1031.84,103,51.7,6,171.97
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W35,SGD,1179.75,235.95,18.11,961.91,96,53.5,6,160.32
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W36,SGD,1293.51,258.7,29.11,1063.92,88,54.2,6,177.32
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W37,SGD,1323.33,264.66,16.87,1075.54,92,48.5,6,179.26
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W38,SGD,1177.74,235.55,0.0,942.19,105,54.0,6,157.03
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W39,SGD,1251.45,250.29,14.71,1015.87,99,53.5,6,169.31
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W40,SGD,1219.2,243.84,13.38,988.74,74,49.3,6,164.79
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W41,SGD,1380.61,276.12,42.96,1147.45,92,60.8,6,191.24
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W42,SGD,1214.53,242.91,19.75,991.37,111,60.3,6,165.23
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W43,SGD,1247.08,249.42,49.11,1046.77,89,58.5,6,174.46
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W44,SGD,1306.73,261.36,15.59,1060.96,91,51.6,6,176.83
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W45,SGD,1328.94,265.78,49.54,1112.7,106,53.4,6,185.45
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W46,SGD,1387.34,277.46,0.0,1109.88,103,57.6,6,184.98
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W47,SGD,1433.55,286.71,37.81,1184.65,83,46.2,6,197.44
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W48,SGD,1255.09,251.02,23.06,1027.13,106,51.3,6,171.19
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W49,SGD,1226.03,245.21,12.26,993.08,119,60.0,6,165.51
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W50,SGD,1219.54,243.91,23.99,999.62,107,57.4,6,166.6
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W51,SGD,1339.17,267.83,18.94,1090.28,66,46.6,6,181.71
drv_wei_sg_13,Wei Jie Lim,stabilizer,2025-W52,SGD,1657.27,331.45,63.46,1389.28,105,52.1,6,231.55
drv_wei_sg_13,Wei Jie Lim,stabilizer,2026-W01,SGD,1572.08,314.41,10.62,1268.29,78,48.4,6,211.38
drv_wei_sg_13,Wei Jie Lim,stabilizer,2026-W02,SGD,1243.2,248.64,33.37,1027.93,96,57.3,6,171.32
drv_wei_sg_13,Wei Jie Lim,stabilizer,2026-W03,SGD,1346.29,269.26,73.87,1150.9,89,60.7,6,191.82
drv_wei_sg_13,Wei Jie Lim,stabilizer,2026-W04,SGD,1315.09,263.02,34.21,1086.28,90,54.1,6,181.05
drv_wei_sg_13,Wei Jie Lim,stabilizer,2026-W05,SGD,1358.5,271.7,27.85,1114.65,90,53.6,6,185.78
drv_wei_sg_13,Wei Jie Lim,stabilizer,2026-W06,SGD,1269.9,253.97,27.33,1043.26,92,55.8,6,173.88
drv_wei_sg_13,Wei Jie Lim,stabilizer,2026-W07,SGD,1105.51,221.1,0.0,884.41,89,57.9,6,147.4
drv_wei_sg_13,Wei Jie Lim,stabilizer,2026-W08,SGD,1053.58,210.71,26.88,869.75,84,56.8,6,144.96
drv_wei_sg_13,Wei Jie Lim,stabilizer,2026-W09,SGD,1067.05,213.4,0.0,853.65,84,61.6,6,142.28
drv_wei_sg_13,Wei Jie Lim,stabilizer,2026-W10,SGD,998.61,199.72,22.81,821.7,82,51.5,6,136.95
drv_wei_sg_13,Wei Jie Lim,stabilizer,2026-W11,SGD,1002.53,200.51,15.74,817.76,87,46.0,6,136.29
drv_wei_sg_13,Wei Jie Lim,stabilizer,2026-W12,SGD,721.85,144.38,15.73,593.2,100,48.6,6,98.87
drv_wei_sg_13,Wei Jie Lim,stabilizer,2026-W13,SGD,1170.16,234.03,26.62,962.75,96,55.0,6,160.46
drv_wei_sg_13,Wei Jie Lim,stabilizer,2026-W14,SGD,1375.17,275.04,19.24,1119.37,80,60.3,6,186.56
drv_wei_sg_13,Wei Jie Lim,stabilizer,2026-W15,SGD,1367.24,273.45,10.23,1104.02,96,59.2,6,184.0
drv_wei_sg_13,Wei Jie Lim,stabilizer,2026-W16,SGD,1304.51,260.9,33.12,1076.73,108,55.3,6,179.46
drv_wei_sg_13,Wei Jie Lim,stabilizer,2026-W17,SGD,1293.94,258.78,13.92,1049.08,89,56.7,6,174.85
drv_wei_sg_13,Wei Jie Lim,stabilizer,2026-W18,SGD,1275.07,255.01,0.0,1020.06,92,60.2,6,170.01
drv_wei_sg_13,Wei Jie Lim,stabilizer,2026-W19,SGD,1328.06,265.61,0.0,1062.45,79,52.3,6,177.08
drv_wei_sg_13,Wei Jie Lim,stabilizer,2026-W20,SGD,809.05,161.81,29.21,676.45,70,42.6,4,169.11
