driver_id,driver_name,persona,earnings_tier,date,month,iso_week,day_of_week,gross_earnings,platform_fees,incentives,net_earnings,trips,active_hours,online_hours,acceptance_rate,cancellations,earnings_per_hour,earnings_per_trip,currency,is_rest_day,festival_window,note
drv_kumar_sg_12,Kumar Raj,grower,H,2025-09-17,2025-09,2025-W38,Wednesday,285.47,57.09,21.4,249.78,10,9.4,10.4,0.82,0,26.57,24.98,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-09-18,2025-09,2025-W38,Thursday,168.39,33.68,12.49,147.2,22,11.0,13.2,0.88,2,13.38,6.69,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-09-19,2025-09,2025-W38,Friday,341.78,68.36,18.7,292.12,8,6.8,7.7,0.73,2,42.96,36.52,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-09-20,2025-09,2025-W38,Saturday,344.0,68.8,0.0,275.2,16,10.2,11.2,0.92,1,26.98,17.2,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-09-21,2025-09,2025-W38,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_kumar_sg_12,Kumar Raj,grower,H,2025-09-22,2025-09,2025-W39,Monday,202.01,40.4,0.0,161.61,22,8.3,9.4,0.77,0,19.47,7.35,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-09-23,2025-09,2025-W39,Tuesday,231.07,46.21,8.76,193.62,19,7.8,9.8,0.8,1,24.82,10.19,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-09-24,2025-09,2025-W39,Wednesday,328.89,65.78,26.66,289.77,17,7.0,7.9,0.84,2,41.4,17.05,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-09-25,2025-09,2025-W39,Thursday,339.93,67.99,13.79,285.73,22,10.9,13.9,0.78,1,26.21,12.99,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-09-26,2025-09,2025-W39,Friday,358.15,71.63,29.01,315.53,19,10.0,10.9,0.84,3,31.55,16.61,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-09-27,2025-09,2025-W39,Saturday,396.9,79.38,0.0,317.52,23,11.4,15.2,0.79,1,27.85,13.81,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-09-28,2025-09,2025-W39,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_kumar_sg_12,Kumar Raj,grower,H,2025-09-29,2025-09,2025-W40,Monday,230.31,46.06,0.0,184.25,24,7.5,10.1,0.74,1,24.57,7.68,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-09-30,2025-09,2025-W40,Tuesday,280.06,56.01,14.01,238.06,20,9.8,12.5,0.79,1,24.29,11.9,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-10-01,2025-10,2025-W40,Wednesday,242.01,48.4,0.0,193.61,24,10.2,13.6,0.72,0,18.98,8.07,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-10-02,2025-10,2025-W40,Thursday,312.06,62.41,0.0,249.65,8,6.4,7.0,0.82,2,39.01,31.21,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-10-03,2025-10,2025-W40,Friday,326.26,65.25,15.04,276.05,17,10.3,11.7,0.94,0,26.8,16.24,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-10-04,2025-10,2025-W40,Saturday,308.97,61.79,0.0,247.18,8,11.7,13.1,0.77,0,21.13,30.9,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-10-05,2025-10,2025-W40,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_kumar_sg_12,Kumar Raj,grower,H,2025-10-06,2025-10,2025-W41,Monday,283.55,56.71,21.65,248.49,9,12.0,13.5,0.77,3,20.71,27.61,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-10-07,2025-10,2025-W41,Tuesday,227.01,45.4,0.0,181.61,21,7.0,8.5,0.88,0,25.94,8.65,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-10-08,2025-10,2025-W41,Wednesday,258.44,51.69,0.0,206.75,14,7.7,8.4,0.91,3,26.85,14.77,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-10-09,2025-10,2025-W41,Thursday,260.98,52.2,0.0,208.78,15,10.8,11.6,0.92,2,19.33,13.92,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-10-10,2025-10,2025-W41,Friday,389.97,77.99,0.0,311.98,9,7.1,8.5,0.75,0,43.94,34.66,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-10-11,2025-10,2025-W41,Saturday,374.47,74.89,29.01,328.59,18,9.1,9.7,0.78,2,36.11,18.25,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-10-12,2025-10,2025-W41,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_kumar_sg_12,Kumar Raj,grower,H,2025-10-13,2025-10,2025-W42,Monday,200.12,40.02,0.0,160.1,24,8.0,10.4,0.76,3,20.01,6.67,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-10-14,2025-10,2025-W42,Tuesday,310.42,62.08,0.0,248.34,15,6.9,8.9,0.97,1,35.99,16.56,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-10-15,2025-10,2025-W42,Wednesday,283.67,56.73,11.71,238.65,17,7.9,8.3,0.93,1,30.21,14.04,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-10-16,2025-10,2025-W42,Thursday,280.32,56.06,0.0,224.26,17,11.6,14.8,0.84,3,19.33,13.19,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-10-17,2025-10,2025-W42,Friday,389.01,77.8,0.0,311.21,20,7.8,8.6,0.81,0,39.9,15.56,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-10-18,2025-10,2025-W42,Saturday,329.73,65.95,25.94,289.72,23,8.9,11.6,0.75,2,32.55,12.6,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-10-19,2025-10,2025-W42,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_kumar_sg_12,Kumar Raj,grower,H,2025-10-20,2025-10,2025-W43,Monday,228.23,45.65,0.0,182.58,24,10.6,13.1,0.8,0,17.22,7.61,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-10-21,2025-10,2025-W43,Tuesday,239.86,47.97,0.0,191.89,23,10.7,14.1,0.95,3,17.93,8.34,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-10-22,2025-10,2025-W43,Wednesday,255.77,51.15,0.0,204.62,19,9.4,10.9,0.78,0,21.77,10.77,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-10-23,2025-10,2025-W43,Thursday,306.44,61.29,10.55,255.7,18,7.6,9.7,0.9,2,33.64,14.21,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-10-24,2025-10,2025-W43,Friday,353.55,70.71,0.0,282.84,18,10.9,13.0,0.72,2,25.95,15.71,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-10-25,2025-10,2025-W43,Saturday,427.29,85.46,0.0,341.83,12,6.4,8.6,0.72,2,53.41,28.49,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-10-26,2025-10,2025-W43,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_kumar_sg_12,Kumar Raj,grower,H,2025-10-27,2025-10,2025-W44,Monday,143.34,28.67,0.0,114.67,24,11.8,13.0,0.92,3,9.72,4.78,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-10-28,2025-10,2025-W44,Tuesday,300.86,60.17,0.0,240.69,22,10.3,13.9,0.87,3,23.37,10.94,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-10-29,2025-10,2025-W44,Wednesday,319.39,63.88,28.13,283.64,12,7.8,9.1,0.87,1,36.36,23.64,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-10-30,2025-10,2025-W44,Thursday,120.51,24.1,0.0,96.41,17,6.8,7.7,0.88,2,14.18,5.67,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-10-31,2025-10,2025-W44,Friday,365.98,73.2,0.0,292.78,15,11.0,13.6,0.88,0,26.62,19.52,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-11-01,2025-11,2025-W44,Saturday,299.83,59.97,0.0,239.86,11,10.2,10.9,0.73,0,23.52,21.81,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-11-02,2025-11,2025-W44,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_kumar_sg_12,Kumar Raj,grower,H,2025-11-03,2025-11,2025-W45,Monday,228.29,45.66,0.0,182.63,8,10.9,13.9,0.88,2,16.76,22.83,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-11-04,2025-11,2025-W45,Tuesday,266.86,53.37,0.0,213.49,16,8.9,10.3,0.82,1,23.99,13.34,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-11-05,2025-11,2025-W45,Wednesday,296.11,59.22,17.9,254.79,8,6.5,7.5,0.89,3,39.2,31.85,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-11-06,2025-11,2025-W45,Thursday,340.94,68.19,0.0,272.75,18,11.8,13.7,0.91,0,23.11,15.15,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-11-07,2025-11,2025-W45,Friday,312.57,62.51,17.5,267.56,16,11.0,14.8,0.83,2,24.32,16.72,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-11-08,2025-11,2025-W45,Saturday,341.96,68.39,0.0,273.57,16,8.0,10.7,0.91,1,34.2,17.1,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-11-09,2025-11,2025-W45,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_kumar_sg_12,Kumar Raj,grower,H,2025-11-10,2025-11,2025-W46,Monday,256.2,51.24,22.98,227.94,14,10.6,12.3,0.78,2,21.5,16.28,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-11-11,2025-11,2025-W46,Tuesday,261.9,52.38,17.82,227.34,13,6.4,8.1,0.91,3,35.52,17.49,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-11-12,2025-11,2025-W46,Wednesday,266.55,53.31,0.0,213.24,9,8.5,11.4,0.82,2,25.09,23.69,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-11-13,2025-11,2025-W46,Thursday,311.15,62.23,18.83,267.75,20,8.4,9.8,0.75,3,31.88,13.39,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-11-14,2025-11,2025-W46,Friday,359.96,71.99,0.0,287.97,15,8.7,11.7,0.74,3,33.1,19.2,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-11-15,2025-11,2025-W46,Saturday,371.59,74.32,0.0,297.27,12,10.2,12.4,0.95,2,29.14,24.77,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-11-16,2025-11,2025-W46,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_kumar_sg_12,Kumar Raj,grower,H,2025-11-17,2025-11,2025-W47,Monday,235.94,47.19,18.18,206.93,10,6.4,8.1,0.94,3,32.33,20.69,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-11-18,2025-11,2025-W47,Tuesday,284.08,56.82,0.0,227.26,22,6.1,7.8,0.74,2,37.26,10.33,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-11-19,2025-11,2025-W47,Wednesday,245.95,49.19,0.0,196.76,15,8.9,11.5,0.93,0,22.11,13.12,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-11-20,2025-11,2025-W47,Thursday,335.73,67.15,0.0,268.58,21,8.8,11.5,0.74,2,30.52,12.79,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-11-21,2025-11,2025-W47,Friday,350.9,70.18,0.0,280.72,12,10.2,13.3,0.82,1,27.52,23.39,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-11-22,2025-11,2025-W47,Saturday,318.55,63.71,0.0,254.84,23,10.3,11.6,0.74,1,24.74,11.08,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-11-23,2025-11,2025-W47,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_kumar_sg_12,Kumar Raj,grower,H,2025-11-24,2025-11,2025-W48,Monday,208.21,41.64,13.18,179.75,14,8.2,10.4,0.83,3,21.92,12.84,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-11-25,2025-11,2025-W48,Tuesday,219.51,43.9,0.0,175.61,17,9.5,10.9,0.78,3,18.49,10.33,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-11-26,2025-11,2025-W48,Wednesday,313.11,62.62,17.15,267.64,14,11.6,13.6,0.96,0,23.07,19.12,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-11-27,2025-11,2025-W48,Thursday,246.67,49.33,0.0,197.34,21,10.0,13.4,0.85,0,19.73,9.4,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-11-28,2025-11,2025-W48,Friday,346.36,69.27,0.0,277.09,12,10.2,12.7,0.95,3,27.17,23.09,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-11-29,2025-11,2025-W48,Saturday,313.64,62.73,0.0,250.91,22,11.9,12.6,0.88,2,21.08,11.4,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-11-30,2025-11,2025-W48,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_kumar_sg_12,Kumar Raj,grower,H,2025-12-01,2025-12,2025-W49,Monday,260.81,52.16,0.0,208.65,16,8.0,10.2,0.9,3,26.08,13.04,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-12-02,2025-12,2025-W49,Tuesday,258.33,51.67,15.21,221.87,16,11.1,14.9,0.94,2,19.99,13.87,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-12-03,2025-12,2025-W49,Wednesday,299.26,59.85,10.01,249.42,9,9.4,12.6,0.86,3,26.53,27.71,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-12-04,2025-12,2025-W49,Thursday,194.08,38.82,13.51,168.77,11,10.6,12.8,0.88,3,15.92,15.34,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-12-05,2025-12,2025-W49,Friday,346.79,69.36,0.0,277.43,8,8.1,10.5,0.91,0,34.25,34.68,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-12-06,2025-12,2025-W49,Saturday,314.03,62.81,0.0,251.22,19,11.1,15.0,0.93,0,22.63,13.22,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-12-07,2025-12,2025-W49,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_kumar_sg_12,Kumar Raj,grower,H,2025-12-08,2025-12,2025-W50,Monday,200.79,40.16,14.52,175.15,15,10.1,13.5,0.74,3,17.34,11.68,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-12-09,2025-12,2025-W50,Tuesday,251.48,50.3,0.0,201.18,18,8.4,10.4,0.79,1,23.95,11.18,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-12-10,2025-12,2025-W50,Wednesday,312.68,62.54,0.0,250.14,8,11.3,12.4,0.81,3,22.14,31.27,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-12-11,2025-12,2025-W50,Thursday,0,0,0,0,0,0,0,0,0,0,0,SGD,False,,illness
drv_kumar_sg_12,Kumar Raj,grower,H,2025-12-12,2025-12,2025-W50,Friday,0,0,0,0,0,0,0,0,0,0,0,SGD,False,,illness
drv_kumar_sg_12,Kumar Raj,grower,H,2025-12-13,2025-12,2025-W50,Saturday,0,0,0,0,0,0,0,0,0,0,0,SGD,False,,illness
drv_kumar_sg_12,Kumar Raj,grower,H,2025-12-14,2025-12,2025-W50,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_kumar_sg_12,Kumar Raj,grower,H,2025-12-15,2025-12,2025-W51,Monday,212.58,42.52,16.49,186.55,22,11.5,13.5,0.9,1,16.22,8.48,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-12-16,2025-12,2025-W51,Tuesday,311.89,62.38,0.0,249.51,21,10.3,13.2,0.88,2,24.22,11.88,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-12-17,2025-12,2025-W51,Wednesday,276.34,55.27,0.0,221.07,23,10.8,11.5,0.87,0,20.47,9.61,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-12-18,2025-12,2025-W51,Thursday,191.74,38.35,0.0,153.39,10,9.3,10.6,0.9,2,16.49,15.34,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-12-19,2025-12,2025-W51,Friday,280.81,56.16,0.0,224.65,14,6.2,7.6,0.83,2,36.23,16.05,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-12-20,2025-12,2025-W51,Saturday,303.36,60.67,0.0,242.69,19,9.1,10.4,0.83,0,26.67,12.77,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-12-21,2025-12,2025-W51,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_kumar_sg_12,Kumar Raj,grower,H,2025-12-22,2025-12,2025-W52,Monday,277.1,55.42,0.0,221.68,22,9.2,12.0,0.94,3,24.1,10.08,SGD,False,Year-End Peak,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-12-23,2025-12,2025-W52,Tuesday,311.06,62.21,16.57,265.42,22,8.3,10.8,0.73,0,31.98,12.06,SGD,False,Year-End Peak,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-12-24,2025-12,2025-W52,Wednesday,303.54,60.71,0.0,242.83,10,8.5,10.6,0.81,1,28.57,24.28,SGD,False,Year-End Peak,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-12-25,2025-12,2025-W52,Thursday,337.96,67.59,0.0,270.37,24,7.0,9.2,0.86,0,38.62,11.27,SGD,False,Year-End Peak,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-12-26,2025-12,2025-W52,Friday,419.26,83.85,0.0,335.41,15,7.2,8.8,0.74,0,46.58,22.36,SGD,False,Year-End Peak,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-12-27,2025-12,2025-W52,Saturday,399.93,79.99,0.0,319.94,22,7.7,8.2,0.82,3,41.55,14.54,SGD,False,Year-End Peak,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-12-28,2025-12,2025-W52,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,Year-End Peak,rest_day
drv_kumar_sg_12,Kumar Raj,grower,H,2025-12-29,2025-12,2026-W01,Monday,292.86,58.57,15.57,249.86,13,11.3,13.7,0.78,3,22.11,19.22,SGD,False,Year-End Peak,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-12-30,2025-12,2026-W01,Tuesday,328.85,65.77,0.0,263.08,22,9.1,9.9,0.76,2,28.91,11.96,SGD,False,Year-End Peak,
drv_kumar_sg_12,Kumar Raj,grower,H,2025-12-31,2025-12,2026-W01,Wednesday,307.99,61.6,0.0,246.39,8,9.3,11.0,0.95,0,26.49,30.8,SGD,False,Year-End Peak,
drv_kumar_sg_12,Kumar Raj,grower,H,2026-01-01,2026-01,2026-W01,Thursday,390.45,78.09,0.0,312.36,15,8.7,10.6,0.87,1,35.9,20.82,SGD,False,Year-End Peak,
drv_kumar_sg_12,Kumar Raj,grower,H,2026-01-02,2026-01,2026-W01,Friday,231.44,46.29,0.0,185.15,11,7.3,7.7,0.95,3,25.36,16.83,SGD,False,Year-End Peak,
drv_kumar_sg_12,Kumar Raj,grower,H,2026-01-03,2026-01,2026-W01,Saturday,414.7,82.94,0.0,331.76,19,10.8,13.3,0.76,1,30.72,17.46,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2026-01-04,2026-01,2026-W01,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_kumar_sg_12,Kumar Raj,grower,H,2026-01-05,2026-01,2026-W02,Monday,209.69,41.94,0.0,167.75,10,7.8,10.2,0.85,1,21.51,16.77,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2026-01-06,2026-01,2026-W02,Tuesday,267.03,53.41,0.0,213.62,19,6.4,7.2,0.75,2,33.38,11.24,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2026-01-07,2026-01,2026-W02,Wednesday,316.03,63.21,0.0,252.82,15,11.4,13.3,0.79,0,22.18,16.85,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2026-01-08,2026-01,2026-W02,Thursday,338.8,67.76,23.08,294.12,13,10.2,11.4,0.88,1,28.84,22.62,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2026-01-09,2026-01,2026-W02,Friday,223.44,44.69,0.0,178.75,22,10.1,13.2,0.92,1,17.7,8.12,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2026-01-10,2026-01,2026-W02,Saturday,370.86,74.17,0.0,296.69,14,8.9,10.1,0.91,3,33.34,21.19,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2026-01-11,2026-01,2026-W02,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_kumar_sg_12,Kumar Raj,grower,H,2026-01-12,2026-01,2026-W03,Monday,257.32,51.46,16.63,222.49,17,11.9,12.9,0.97,1,18.7,13.09,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2026-01-13,2026-01,2026-W03,Tuesday,296.61,59.32,17.63,254.92,18,9.7,12.5,0.82,0,26.28,14.16,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2026-01-14,2026-01,2026-W03,Wednesday,318.24,63.65,25.57,280.16,19,7.7,10.3,0.74,3,36.38,14.75,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2026-01-15,2026-01,2026-W03,Thursday,324.21,64.84,0.0,259.37,17,6.4,7.0,0.94,0,40.53,15.26,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2026-01-16,2026-01,2026-W03,Friday,401.41,80.28,20.89,342.02,19,10.1,12.4,0.82,0,33.86,18.0,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2026-01-17,2026-01,2026-W03,Saturday,325.76,65.15,0.0,260.61,18,10.4,12.2,0.93,1,25.06,14.48,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2026-01-18,2026-01,2026-W03,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_kumar_sg_12,Kumar Raj,grower,H,2026-01-19,2026-01,2026-W04,Monday,282.09,56.42,0.0,225.67,20,7.4,9.6,0.93,2,30.5,11.28,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2026-01-20,2026-01,2026-W04,Tuesday,312.28,62.46,0.0,249.82,20,6.8,7.7,0.9,3,36.74,12.49,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2026-01-21,2026-01,2026-W04,Wednesday,238.91,47.78,0.0,191.13,15,8.7,10.1,0.95,2,21.97,12.74,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2026-01-22,2026-01,2026-W04,Thursday,330.9,66.18,22.87,287.59,23,10.7,12.7,0.9,1,26.88,12.5,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2026-01-23,2026-01,2026-W04,Friday,341.19,68.24,0.0,272.95,23,11.8,13.8,0.93,1,23.13,11.87,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2026-01-24,2026-01,2026-W04,Saturday,422.47,84.49,0.0,337.98,12,8.2,9.4,0.75,2,41.22,28.17,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2026-01-25,2026-01,2026-W04,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_kumar_sg_12,Kumar Raj,grower,H,2026-01-26,2026-01,2026-W05,Monday,201.95,40.39,0.0,161.56,16,10.6,12.5,0.92,1,15.24,10.1,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2026-01-27,2026-01,2026-W05,Tuesday,300.32,60.06,0.0,240.26,16,7.6,9.0,0.9,3,31.61,15.02,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2026-01-28,2026-01,2026-W05,Wednesday,300.7,60.14,15.77,256.33,17,11.7,13.4,0.8,0,21.91,15.08,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2026-01-29,2026-01,2026-W05,Thursday,273.45,54.69,15.27,234.03,9,11.1,12.5,0.76,1,21.08,26.0,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2026-01-30,2026-01,2026-W05,Friday,323.3,64.66,0.0,258.64,19,10.2,10.9,0.74,0,25.36,13.61,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2026-01-31,2026-01,2026-W05,Saturday,422.09,84.42,28.81,366.48,11,7.5,8.2,0.77,0,48.86,33.32,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2026-02-01,2026-02,2026-W05,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_kumar_sg_12,Kumar Raj,grower,H,2026-02-02,2026-02,2026-W06,Monday,204.6,40.92,0.0,163.68,9,11.0,14.8,0.93,3,14.88,18.19,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2026-02-03,2026-02,2026-W06,Tuesday,244.76,48.95,0.0,195.81,18,11.8,13.6,0.83,0,16.59,10.88,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2026-02-04,2026-02,2026-W06,Wednesday,273.57,54.71,16.58,235.44,23,8.7,9.2,0.96,3,27.06,10.24,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2026-02-05,2026-02,2026-W06,Thursday,320.12,64.02,0.0,256.1,8,11.5,13.5,0.84,0,22.27,32.01,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2026-02-06,2026-02,2026-W06,Friday,314.9,62.98,0.0,251.92,20,7.9,10.0,0.83,2,31.89,12.6,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2026-02-07,2026-02,2026-W06,Saturday,331.77,66.35,0.0,265.42,10,6.6,8.3,0.96,1,40.22,26.54,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2026-02-08,2026-02,2026-W06,Sunday,0,0,0,0,0,0,0,0,0,0,0,SGD,True,,rest_day
drv_kumar_sg_12,Kumar Raj,grower,H,2026-02-09,2026-02,2026-W07,Monday,247.52,49.5,0.0,198.02,18,6.4,8.1,0.94,1,30.94,11.0,SGD,False,,
drv_kumar_sg_12,Kumar Raj,grower,H,2026-02-10,2026-02,2026-W07,Tuesday,140.99,28.2,11.79,124.58,12,10.1,13.4,0.73,2,12.33,10.38,SGD,False,,
