goal_id,driver_id,driver_name,persona,goal_name,iso_week,weekly_need_sgd,extra_hours_needed,week_net_earned_sgd,week_hours_worked,notional_available_sgd,need_covered,gap_sgd,recommended_windows
goal_daniel_sg_15_1,drv_daniel_sg_15,Daniel Goh,firefighter,Income smoothing buffer,2026-W14,0.0,0.0,690.86,48.3,82.9,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_daniel_sg_15_1,drv_daniel_sg_15,Daniel Goh,firefighter,Income smoothing buffer,2026-W15,0.0,0.0,695.5,51.8,83.46,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_daniel_sg_15_1,drv_daniel_sg_15,Daniel Goh,firefighter,Income smoothing buffer,2026-W16,0.0,0.0,675.88,48.9,81.11,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_daniel_sg_15_1,drv_daniel_sg_15,Daniel Goh,firefighter,Income smoothing buffer,2026-W17,0.0,0.0,710.62,55.2,85.27,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_daniel_sg_15_1,drv_daniel_sg_15,Daniel Goh,firefighter,Income smoothing buffer,2026-W18,0.0,0.0,730.94,58.9,87.71,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_daniel_sg_15_1,drv_daniel_sg_15,Daniel Goh,firefighter,Income smoothing buffer,2026-W19,0.0,0.0,679.47,50.5,81.54,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_daniel_sg_15_1,drv_daniel_sg_15,Daniel Goh,firefighter,Income smoothing buffer,2026-W20,0.0,0.0,416.02,38.0,49.92,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_daniel_sg_15_2,drv_daniel_sg_15,Daniel Goh,firefighter,Pay off vehicle loan early,2026-W09,66.54,2.7,538.79,55.01,64.65,False,1.89,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_daniel_sg_15_2,drv_daniel_sg_15,Daniel Goh,firefighter,Pay off vehicle loan early,2026-W10,66.54,2.7,457.66,51.49,54.92,False,11.62,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_daniel_sg_15_2,drv_daniel_sg_15,Daniel Goh,firefighter,Pay off vehicle loan early,2026-W11,66.54,2.7,586.09,58.0,70.33,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_daniel_sg_15_2,drv_daniel_sg_15,Daniel Goh,firefighter,Pay off vehicle loan early,2026-W12,66.54,2.7,380.15,51.69,45.62,False,20.92,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_daniel_sg_15_2,drv_daniel_sg_15,Daniel Goh,firefighter,Pay off vehicle loan early,2026-W13,66.54,2.7,633.14,57.01,75.98,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_daniel_sg_15_2,drv_daniel_sg_15,Daniel Goh,firefighter,Pay off vehicle loan early,2026-W14,66.54,2.7,690.86,48.3,82.9,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_daniel_sg_15_2,drv_daniel_sg_15,Daniel Goh,firefighter,Pay off vehicle loan early,2026-W15,66.54,2.7,695.5,51.8,83.46,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_daniel_sg_15_2,drv_daniel_sg_15,Daniel Goh,firefighter,Pay off vehicle loan early,2026-W16,66.54,2.7,675.88,48.9,81.11,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_daniel_sg_15_2,drv_daniel_sg_15,Daniel Goh,firefighter,Pay off vehicle loan early,2026-W17,66.54,2.7,710.62,55.2,85.27,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_daniel_sg_15_2,drv_daniel_sg_15,Daniel Goh,firefighter,Pay off vehicle loan early,2026-W18,66.54,2.7,730.94,58.9,87.71,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_daniel_sg_15_2,drv_daniel_sg_15,Daniel Goh,firefighter,Pay off vehicle loan early,2026-W19,66.54,2.7,679.47,50.5,81.54,True,0.0,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_daniel_sg_15_2,drv_daniel_sg_15,Daniel Goh,firefighter,Pay off vehicle loan early,2026-W20,66.54,2.7,416.02,38.0,49.92,False,16.62,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_daniel_sg_15_3,drv_daniel_sg_15,Daniel Goh,firefighter,Emergency fund,2026-W09,134.78,5.4,538.79,55.01,64.65,False,70.13,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_daniel_sg_15_3,drv_daniel_sg_15,Daniel Goh,firefighter,Emergency fund,2026-W10,134.78,5.4,457.66,51.49,54.92,False,79.86,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_daniel_sg_15_3,drv_daniel_sg_15,Daniel Goh,firefighter,Emergency fund,2026-W11,134.78,5.4,586.09,58.0,70.33,False,64.45,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_daniel_sg_15_3,drv_daniel_sg_15,Daniel Goh,firefighter,Emergency fund,2026-W12,134.78,5.4,380.15,51.69,45.62,False,89.16,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_daniel_sg_15_3,drv_daniel_sg_15,Daniel Goh,firefighter,Emergency fund,2026-W13,134.78,5.4,633.14,57.01,75.98,False,58.8,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_daniel_sg_15_3,drv_daniel_sg_15,Daniel Goh,firefighter,Emergency fund,2026-W14,134.78,5.4,690.86,48.3,82.9,False,51.88,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_daniel_sg_15_3,drv_daniel_sg_15,Daniel Goh,firefighter,Emergency fund,2026-W15,134.78,5.4,695.5,51.8,83.46,False,51.32,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_daniel_sg_15_3,drv_daniel_sg_15,Daniel Goh,firefighter,Emergency fund,2026-W16,134.78,5.4,675.88,48.9,81.11,False,53.67,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_daniel_sg_15_3,drv_daniel_sg_15,Daniel Goh,firefighter,Emergency fund,2026-W17,134.78,5.4,710.62,55.2,85.27,False,49.51,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_daniel_sg_15_3,drv_daniel_sg_15,Daniel Goh,firefighter,Emergency fund,2026-W18,134.78,5.4,730.94,58.9,87.71,False,47.07,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_daniel_sg_15_3,drv_daniel_sg_15,Daniel Goh,firefighter,Emergency fund,2026-W19,134.78,5.4,679.47,50.5,81.54,False,53.24,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
goal_daniel_sg_15_3,drv_daniel_sg_15,Daniel Goh,firefighter,Emergency fund,2026-W20,134.78,5.4,416.02,38.0,49.92,False,84.86,"Sun 19:00 Marina Bay / Sands (~S$25/hr, x1.82); Sun 18:00 Marina Bay / Sands (~S$25/hr, x1.79); Sun 07:00 Changi Airport (~S$25/hr, x1.72)"
